Individual ID (paper),delta13ccol,delta15n,delta13cap,C/N,RCYBP,Error,MidPoint,PeriodName,PeriodID,age,sex,site,Setting2,Setting,Estimated Latitude,Estimated Longitude,material,body part,source,
M-38,-10.05,12.51,-6.79,3.23,1440,25,1329,Late Archaic II,4,adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-15,-9.78,11.92,-6.16,3.2,1438,31,1330,Late Archaic II,4,adolescent,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-28,-10.24,11.62,-6.61,3.22,1445,29,1332,Late Archaic II,4,adolescent,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-15,-8.44,13.93,-8.15,3.33,1446,27,1332,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-13,-9.76,12.63,-6.25,3.21,1451,27,1334,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-12,-9.42,12.27,-6.94,3.24,1449,31,1334,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-14,-10.49,12.21,-6.54,3.24,1455,28,1336,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-15,-9.47,12.58,-5.85,3.25,1463,27,1342,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
5,-20.3,9.3,-8.7,,,,1350,Late Archaic II,4,14,M,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
13,-19.4,11.8,-11.3,,,,1350,Late Archaic II,4,21,U,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
11,-19.3,9.4,-13.6,,,,1350,Late Archaic II,4,16,F,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
17,-19.2,11.8,-12.7,,,,1350,Late Archaic II,4,6,M,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
30,-18.5,9.1,-13.5,,,,1350,Late Archaic II,4,19,F,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
6,-18,11.8,-11.7,,,,1350,Late Archaic II,4,15,U,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
23,-18,10.4,-14.7,,,,1350,Late Archaic II,4,3,F,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
M-13,-9.51,12.94,-6.28,3.28,1473,22,1351,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-39,-11.61,12.41,-6.78,3.27,1474,26,1352,Late Archaic II,4,adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-13,-9.95,11.51,-6.55,3.33,1474,22,1352,Late Archaic II,4,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-14,-9.66,11.99,-6.52,3.24,1484,23,1360,Late Archaic II,4,Adolescent,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-20,-9.26,12.59,-5.81,3.22,1490,26,1364,Late Archaic II,4,adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
No # (8,-13.06,11.85,-6.86,3.5,1498,25,1370,Late Archaic II,4,,U,41HG1,Coast,TCP,26.4294878,-98.2039096,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-13,-9.89,12.53,-6.46,3.23,1500,23,1371,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-12,-9.43,11.98,-5.4,3.24,1503,24,1373,Late Archaic II,4,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-1,-9.73,11.9,-6.09,3.21,1508,27,1377,Late Archaic II,4,Adult,F,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
M-1,-8.56,12.53,-5.31,3.25,1507,31,1377,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
29,-13.1,11.3,,,1510,35,1381,Late Archaic II,4,,U,Harris County Boys School (41HR80),Coast,TCP,28.9643391,-95.5074928,collagen,bone,"Hard, R.J. and Katzenberg, M.A., 2011. Stable isotope study of hunter-gatherer-fisher diet, mobility, and intensification on the Texas Gulf coastal plain. American Antiquity, 76(4), pp.709-751.",
16,-17.9,,-11,,1490,90,1387,Late Archaic II,4,13,M,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
M-5,-9.95,12.64,-6.06,3.26,1531,27,1397,Late Archaic II,4,Adult,U,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
20,-17.8,10.5,-10.9,,1590,210,1501,Late Archaic I,3,4,M,Blue Bayou (41VT94),Coast,TCP,28.7434778,-96.4914388,collagen and apatite,bone,Huebner and Comuzzie 1992,
M-12,-10.33,11.7,-7.18,3.35,1669,42,1560,Late Archaic I,3,Adult,M,Cayo del Oso (41NU2),Coast,TCP,27.7027785,-97.3700279,collagen and apatite,bone,Mauldin 2020 unpublished NSF data,
